"Floor Space Completed, Accumulated(10000 sq.m)",Province,Date,Building Type,"Floor Space Sold, Accumulated(10000 sq.m)",Floor Space Completed (10000 sq.m),Floor Space Sold(10000 sq.m),Proportion
30.53,Hainan,2020/05,Commercialized Buildings Sold,181.79,9.01,39.88,0.225927783
43.42,Hainan,2020/06,Commercialized Buildings Sold,250.04,12.89,68.25,0.188864469
53.41,Hainan,2020/07,Commercialized Buildings Sold,324.92,9.99,74.88,0.133413462
64.46,Hainan,2020/08,Commercialized Buildings Sold,404.11,11.05,79.19,0.13953782
78.26,Hainan,2020/09,Commercialized Buildings Sold,485.73,13.8,81.62,0.169076207
93.57,Hainan,2020/10,Commercialized Buildings Sold,555.5,15.31,69.77,0.219435287
109.89,Hainan,2020/11,Commercialized Buildings Sold,631.77,16.32,76.27,0.213976662
147.76,Hainan,2020/12,Commercialized Buildings Sold,751.54,37.87,119.77,0.316189363
,Hainan,2021/01,Commercialized Buildings Sold,,,,
30.06,Hainan,2021/02,Commercialized Buildings Sold,96.72,,,
44.94,Hainan,2021/03,Commercialized Buildings Sold,163.08,14.88,66.36,0.224231465
58.36,Hainan,2021/04,Commercialized Buildings Sold,221.18,13.42,58.1,0.230981067
70.32,Hainan,2021/05,Commercialized Buildings Sold,280.32,11.96,59.14,0.202231992
84.89,Hainan,2021/06,Commercialized Buildings Sold,373.11,14.57,92.79,0.157021231
104.47,Hainan,2021/07,Commercialized Buildings Sold,458.81,19.58,85.7,0.228471412
124.06,Hainan,2021/08,Commercialized Buildings Sold,535.2,19.59,76.39,0.256447179
139.76,Hainan,2021/09,Commercialized Buildings Sold,607.49,15.7,72.29,0.2171808
154.02,Hainan,2021/10,Commercialized Buildings Sold,671.05,14.26,63.56,0.22435494
175.15,Hainan,2021/11,Commercialized Buildings Sold,764.85,21.13,93.8,0.225266525
206,Hainan,2021/12,Commercialized Buildings Sold,888.92,30.85,124.07,0.248649956
,Hainan,2022/01,Commercialized Buildings Sold,,,,
32.21,Hainan,2022/02,Commercialized Buildings Sold,100.22,,,
55.33,Hainan,2022/03,Commercialized Buildings Sold,168.32,23.12,68.1,0.339500734
72.51,Hainan,2022/04,Commercialized Buildings Sold,223.88,17.18,55.56,0.309215263
86.1,Hainan,2022/05,Commercialized Buildings Sold,275.12,13.59,51.24,0.265222482
117.63,Hainan,2022/06,Commercialized Buildings Sold,334.33,31.53,59.21,0.5325114
138.79,Hainan,2022/07,Commercialized Buildings Sold,380.94,21.16,46.61,0.453979833
147.97,Hainan,2022/08,Commercialized Buildings Sold,406.53,9.18,25.59,0.35873388
5,Hainan,2020/02,Commercialized Residential Buildings Sold,50.11,,,
9.63,Hainan,2020/03,Commercialized Residential Buildings Sold,86.06,4.63,35.95,0.128789986
16.63,Hainan,2020/04,Commercialized Residential Buildings Sold,120.63,7,34.57,0.202487706
24.63,Hainan,2020/05,Commercialized Residential Buildings Sold,156.14,8,35.51,0.225288651
35.25,Hainan,2020/06,Commercialized Residential Buildings Sold,215.85,10.62,59.71,0.177859655
44.15,Hainan,2020/07,Commercialized Residential Buildings Sold,280.27,8.9,64.42,0.138155852
53.38,Hainan,2020/08,Commercialized Residential Buildings Sold,346.27,9.23,66,0.139848485
65.8,Hainan,2020/09,Commercialized Residential Buildings Sold,417.22,12.42,70.95,0.175052854
78.52,Hainan,2020/10,Commercialized Residential Buildings Sold,475.59,12.72,58.37,0.217920164
91.83,Hainan,2020/11,Commercialized Residential Buildings Sold,538.51,13.31,62.92,0.211538462
122.38,Hainan,2020/12,Commercialized Residential Buildings Sold,626.19,30.55,87.68,0.348426095
,Hainan,2021/01,Commercialized Residential Buildings Sold,,,,
23.43,Hainan,2021/02,Commercialized Residential Buildings Sold,79.22,,,
34.5,Hainan,2021/03,Commercialized Residential Buildings Sold,127.7,11.07,48.48,0.228341584
46.24,Hainan,2021/04,Commercialized Residential Buildings Sold,171.91,11.74,44.21,0.26555078
55.49,Hainan,2021/05,Commercialized Residential Buildings Sold,215.43,9.25,43.52,0.212545956
66.86,Hainan,2021/06,Commercialized Residential Buildings Sold,287.6,11.37,72.17,0.157544686
83.2,Hainan,2021/07,Commercialized Residential Buildings Sold,352.77,16.34,65.17,0.250728863
99.52,Hainan,2021/08,Commercialized Residential Buildings Sold,410.22,16.32,57.45,0.284073107
112.81,Hainan,2021/09,Commercialized Residential Buildings Sold,466.9,13.29,56.68,0.234474241
124.36,Hainan,2021/10,Commercialized Residential Buildings Sold,516.39,11.55,49.49,0.233380481
139,Hainan,2021/11,Commercialized Residential Buildings Sold,582.19,14.64,65.8,0.222492401
163.89,Hainan,2021/12,Commercialized Residential Buildings Sold,672.14,24.89,89.95,0.276709283
,Hainan,2022/01,Commercialized Residential Buildings Sold,,,,
25.95,Hainan,2022/02,Commercialized Residential Buildings Sold,78.8,,,
48.26,Hainan,2022/03,Commercialized Residential Buildings Sold,135.56,22.31,56.76,0.393058492
63.12,Hainan,2022/04,Commercialized Residential Buildings Sold,181.91,14.86,46.35,0.320604099
74.67,Hainan,2022/05,Commercialized Residential Buildings Sold,223.36,11.55,41.45,0.278648975
102.56,Hainan,2022/06,Commercialized Residential Buildings Sold,274.46,27.89,51.1,0.545792564
121.5,Hainan,2022/07,Commercialized Residential Buildings Sold,314.29,18.94,39.83,0.475520964
129.27,Hainan,2022/08,Commercialized Residential Buildings Sold,334.08,7.77,19.79,0.392622537
16.81,Hebei,2020/02,Commercialized Buildings Sold,139.29,,,
56.45,Hebei,2020/03,Commercialized Buildings Sold,462.12,39.64,322.83,0.122789084
86.23,Hebei,2020/04,Commercialized Buildings Sold,749.16,29.78,287.04,0.103748606
145.78,Hebei,2020/05,Commercialized Buildings Sold,1316.36,59.55,567.2,0.104989422
206.83,Hebei,2020/06,Commercialized Buildings Sold,2182.91,61.05,866.55,0.070451792
244.28,Hebei,2020/07,Commercialized Buildings Sold,2703.01,37.45,520.1,0.072005384
282.03,Hebei,2020/08,Commercialized Buildings Sold,3200.01,37.75,497,0.075955734
338.2,Hebei,2020/09,Commercialized Buildings Sold,3755.87,56.17,555.86,0.101050624
374.41,Hebei,2020/10,Commercialized Buildings Sold,4158.51,36.21,402.64,0.089931452
419.27,Hebei,2020/11,Commercialized Buildings Sold,4852.13,44.86,693.62,0.064675182
520.24,Hebei,2020/12,Commercialized Buildings Sold,6028.41,100.97,1176.28,0.085838406
,Hebei,2021/01,Commercialized Buildings Sold,,,,
20.35,Hebei,2021/02,Commercialized Buildings Sold,324.1,,,
44.69,Hebei,2021/03,Commercialized Buildings Sold,874.97,24.34,550.87,0.044184653
60.68,Hebei,2021/04,Commercialized Buildings Sold,1269.44,15.99,394.47,0.040535402
92.83,Hebei,2021/05,Commercialized Buildings Sold,1817.46,32.15,548.02,0.058665742
154.36,Hebei,2021/06,Commercialized Buildings Sold,2594.43,61.53,776.97,0.079192247
177.1,Hebei,2021/07,Commercialized Buildings Sold,3040.2,22.74,445.77,0.051012854
224.69,Hebei,2021/08,Commercialized Buildings Sold,3642.18,47.59,601.98,0.079055783
263.63,Hebei,2021/09,Commercialized Buildings Sold,4219.73,38.94,577.55,0.067422734
289.33,Hebei,2021/10,Commercialized Buildings Sold,4630.97,25.7,411.24,0.062493921
337.15,Hebei,2021/11,Commercialized Buildings Sold,5188.17,47.82,557.2,0.085821967
423.69,Hebei,2021/12,Commercialized Buildings Sold,6133.15,86.54,944.98,0.091578658
,Hebei,2022/01,Commercialized Buildings Sold,,,,
27.99,Hebei,2022/02,Commercialized Buildings Sold,340.9,,,
59.07,Hebei,2022/03,Commercialized Buildings Sold,795.71,31.08,454.81,0.068336228
78.7,Hebei,2022/04,Commercialized Buildings Sold,1056.63,19.63,260.92,0.075233788
110.67,Hebei,2022/05,Commercialized Buildings Sold,1420.05,31.97,363.42,0.087969842
165.71,Hebei,2022/06,Commercialized Buildings Sold,2057.6,55.04,637.55,0.086330484
189.76,Hebei,2022/07,Commercialized Buildings Sold,2405.59,24.05,347.99,0.069111181
231.59,Hebei,2022/08,Commercialized Buildings Sold,2861.63,41.83,456.04,0.09172441
14.23,Hebei,2020/02,Commercialized Residential Buildings Sold,130.67,,,
48.56,Hebei,2020/03,Commercialized Residential Buildings Sold,426.4,34.33,295.73,0.116085619
72.52,Hebei,2020/04,Commercialized Residential Buildings Sold,690.26,23.96,263.86,0.09080573
122.65,Hebei,2020/05,Commercialized Residential Buildings Sold,1220.12,50.13,529.86,0.094609897
178.05,Hebei,2020/06,Commercialized Residential Buildings Sold,2006.33,55.4,786.21,0.070464634
210.53,Hebei,2020/07,Commercialized Residential Buildings Sold,2472.55,32.48,466.22,0.069666681
242.43,Hebei,2020/08,Commercialized Residential Buildings Sold,2928.95,31.9,456.4,0.069894829
289.8,Hebei,2020/09,Commercialized Residential Buildings Sold,3454.96,47.37,526.01,0.090055322
320.99,Hebei,2020/10,Commercialized Residential Buildings Sold,3843.69,31.19,388.73,0.080235639
360.16,Hebei,2020/11,Commercialized Residential Buildings Sold,4489.43,39.17,645.74,0.060659089
443.72,Hebei,2020/12,Commercialized Residential Buildings Sold,5572.25,83.56,1082.82,0.077168874
,Hebei,2021/01,Commercialized Residential Buildings Sold,,,,
18.07,Hebei,2021/02,Commercialized Residential Buildings Sold,306.9,,,
36.42,Hebei,2021/03,Commercialized Residential Buildings Sold,829.57,18.35,522.67,0.035108194
49.31,Hebei,2021/04,Commercialized Residential Buildings Sold,1205.15,12.89,375.58,0.034320251
79.26,Hebei,2021/05,Commercialized Residential Buildings Sold,1727.09,29.95,521.94,0.057382075
136.38,Hebei,2021/06,Commercialized Residential Buildings Sold,2461.26,57.12,734.17,0.077802144
157.01,Hebei,2021/07,Commercialized Residential Buildings Sold,2887.22,20.63,425.96,0.048431778
200.53,Hebei,2021/08,Commercialized Residential Buildings Sold,3450.65,43.52,563.43,0.077241183
235.12,Hebei,2021/09,Commercialized Residential Buildings Sold,4002.45,34.59,551.8,0.062685756
255.01,Hebei,2021/10,Commercialized Residential Buildings Sold,4382.6,19.89,380.15,0.052321452
294.59,Hebei,2021/11,Commercialized Residential Buildings Sold,4909.19,39.58,526.59,0.07516284
361.78,Hebei,2021/12,Commercialized Residential Buildings Sold,5779.6,67.19,870.41,0.077193507
,Hebei,2022/01,Commercialized Residential Buildings Sold,,,,
22.01,Hebei,2022/02,Commercialized Residential Buildings Sold,317.91,,,
49.09,Hebei,2022/03,Commercialized Residential Buildings Sold,755.55,27.08,437.64,0.061877342
65.66,Hebei,2022/04,Commercialized Residential Buildings Sold,996.42,16.57,240.87,0.068792295
94.37,Hebei,2022/05,Commercialized Residential Buildings Sold,1337.65,28.71,341.23,0.084136799
137.47,Hebei,2022/06,Commercialized Residential Buildings Sold,1911.82,43.1,574.17,0.075064876
158.19,Hebei,2022/07,Commercialized Residential Buildings Sold,2242.58,20.72,330.76,0.062643609
196.87,Hebei,2022/08,Commercialized Residential Buildings Sold,2680.89,38.68,438.31,0.088248044
2.35,Heilongjiang,2020/02,Commercialized Buildings Sold,14.02,,,
11.53,Heilongjiang,2020/03,Commercialized Buildings Sold,80.15,9.18,66.13,0.138817481
26.17,Heilongjiang,2020/04,Commercialized Buildings Sold,153.95,14.64,73.8,0.198373984
47.87,Heilongjiang,2020/05,Commercialized Buildings Sold,240.44,21.7,86.49,0.250896057
84.85,Heilongjiang,2020/06,Commercialized Buildings Sold,351.68,36.98,111.24,0.332434376
122.37,Heilongjiang,2020/07,Commercialized Buildings Sold,485.35,37.52,133.67,0.280691255
171.89,Heilongjiang,2020/08,Commercialized Buildings Sold,666.46,49.52,181.11,0.27342499
222.33,Heilongjiang,2020/09,Commercialized Buildings Sold,841.37,50.44,174.91,0.28837688
291.85,Heilongjiang,2020/10,Commercialized Buildings Sold,1057.16,69.52,215.79,0.322165068
376.75,Heilongjiang,2020/11,Commercialized Buildings Sold,1280.28,84.9,223.12,0.380512729
453.15,Heilongjiang,2020/12,Commercialized Buildings Sold,1494.36,76.4,214.08,0.356875934
,Heilongjiang,2021/01,Commercialized Buildings Sold,,,,
12.69,Heilongjiang,2021/02,Commercialized Buildings Sold,39.83,,,
37.99,Heilongjiang,2021/03,Commercialized Buildings Sold,138.99,25.3,99.16,0.255143203
67.41,Heilongjiang,2021/04,Commercialized Buildings Sold,233.14,29.42,94.15,0.312480085
98.25,Heilongjiang,2021/05,Commercialized Buildings Sold,344.97,30.84,111.83,0.275775731
135.85,Heilongjiang,2021/06,Commercialized Buildings Sold,480.49,37.6,135.52,0.277449823
170.68,Heilongjiang,2021/07,Commercialized Buildings Sold,588.22,34.83,107.73,0.323308271
215.84,Heilongjiang,2021/08,Commercialized Buildings Sold,729.31,45.16,141.09,0.320079382
269.66,Heilongjiang,2021/09,Commercialized Buildings Sold,889.94,53.82,160.63,0.335055718
309.7,Heilongjiang,2021/10,Commercialized Buildings Sold,1004.88,40.04,114.94,0.348355664
380.95,Heilongjiang,2021/11,Commercialized Buildings Sold,1165.32,71.25,160.44,0.444091249
466.38,Heilongjiang,2021/12,Commercialized Buildings Sold,1348.09,85.43,182.77,0.467418066
,Heilongjiang,2022/01,Commercialized Buildings Sold,,,,
20.05,Heilongjiang,2022/02,Commercialized Buildings Sold,54.98,,,
54.39,Heilongjiang,2022/03,Commercialized Buildings Sold,138.4,34.34,83.42,0.411651882
70.84,Heilongjiang,2022/04,Commercialized Buildings Sold,182.96,16.45,44.56,0.369165171
103.84,Heilongjiang,2022/05,Commercialized Buildings Sold,261.69,33,78.73,0.419154071
140.26,Heilongjiang,2022/06,Commercialized Buildings Sold,360.36,36.42,98.67,0.369109152
172.31,Heilongjiang,2022/07,Commercialized Buildings Sold,450.76,32.05,90.4,0.354535398
211.79,Heilongjiang,2022/08,Commercialized Buildings Sold,546.29,39.48,95.53,0.413273317
1.81,Heilongjiang,2020/02,Commercialized Residential Buildings Sold,12.83,,,
9.77,Heilongjiang,2020/03,Commercialized Residential Buildings Sold,74.62,7.96,61.79,0.128823434
22.74,Heilongjiang,2020/04,Commercialized Residential Buildings Sold,144.45,12.97,69.83,0.185736789
40.87,Heilongjiang,2020/05,Commercialized Residential Buildings Sold,223.8,18.13,79.35,0.228481411
70.74,Heilongjiang,2020/06,Commercialized Residential Buildings Sold,318.97,29.87,95.17,0.313859409
101.34,Heilongjiang,2020/07,Commercialized Residential Buildings Sold,439.72,30.6,120.75,0.253416149
142.08,Heilongjiang,2020/08,Commercialized Residential Buildings Sold,606.32,40.74,166.6,0.244537815
183.67,Heilongjiang,2020/09,Commercialized Residential Buildings Sold,766.67,41.59,160.35,0.259370128
243.17,Heilongjiang,2020/10,Commercialized Residential Buildings Sold,957.31,59.5,190.64,0.312106588
313.77,Heilongjiang,2020/11,Commercialized Residential Buildings Sold,1158.17,70.6,200.86,0.351488599
378.98,Heilongjiang,2020/12,Commercialized Residential Buildings Sold,1349.86,65.21,191.69,0.340184673
,Heilongjiang,2021/01,Commercialized Residential Buildings Sold,,,,
10.21,Heilongjiang,2021/02,Commercialized Residential Buildings Sold,35.14,,,
32.18,Heilongjiang,2021/03,Commercialized Residential Buildings Sold,125.04,21.97,89.9,0.244382647
58.67,Heilongjiang,2021/04,Commercialized Residential Buildings Sold,211.6,26.49,86.56,0.306030499
86.13,Heilongjiang,2021/05,Commercialized Residential Buildings Sold,312.62,27.46,101.02,0.271827361
120.61,Heilongjiang,2021/06,Commercialized Residential Buildings Sold,438.89,34.48,126.27,0.273065653
149.75,Heilongjiang,2021/07,Commercialized Residential Buildings Sold,534.98,29.14,96.09,0.303257363
188.73,Heilongjiang,2021/08,Commercialized Residential Buildings Sold,663.46,38.98,128.48,0.303393524
234.97,Heilongjiang,2021/09,Commercialized Residential Buildings Sold,802.28,46.24,138.82,0.333093214
267.01,Heilongjiang,2021/10,Commercialized Residential Buildings Sold,903.41,32.04,101.13,0.316819935
330.05,Heilongjiang,2021/11,Commercialized Residential Buildings Sold,1048.14,63.04,144.73,0.435569681
404.57,Heilongjiang,2021/12,Commercialized Residential Buildings Sold,1204.55,74.52,156.41,0.476440125
,Heilongjiang,2022/01,Commercialized Residential Buildings Sold,,,,
17.92,Heilongjiang,2022/02,Commercialized Residential Buildings Sold,49.57,,,
49.16,Heilongjiang,2022/03,Commercialized Residential Buildings Sold,126.51,31.24,76.94,0.406030673
63.81,Heilongjiang,2022/04,Commercialized Residential Buildings Sold,167.96,14.65,41.45,0.353437877
92.45,Heilongjiang,2022/05,Commercialized Residential Buildings Sold,238.57,28.64,70.61,0.405608271
125.44,Heilongjiang,2022/06,Commercialized Residential Buildings Sold,328.15,32.99,89.58,0.368274168
154.61,Heilongjiang,2022/07,Commercialized Residential Buildings Sold,412.87,29.17,84.72,0.34431067
189.47,Heilongjiang,2022/08,Commercialized Residential Buildings Sold,498.49,34.86,85.62,0.407147863
106.99,Henan,2020/02,Commercialized Buildings Sold,520.52,,,
323.32,Henan,2020/03,Commercialized Buildings Sold,1645.95,216.33,1125.43,0.192219863
460.21,Henan,2020/04,Commercialized Buildings Sold,2635.45,136.89,989.5,0.138342597
652.03,Henan,2020/05,Commercialized Buildings Sold,3742.67,191.82,1107.22,0.173244703
929.39,Henan,2020/06,Commercialized Buildings Sold,5447.22,277.36,1704.55,0.162717433
1111.45,Henan,2020/07,Commercialized Buildings Sold,6498.94,182.06,1051.72,0.173106911
1263.34,Henan,2020/08,Commercialized Buildings Sold,7629.95,151.89,1131.01,0.134295895
1432.7,Henan,2020/09,Commercialized Buildings Sold,9007.51,169.36,1377.56,0.122942013
1605.07,Henan,2020/10,Commercialized Buildings Sold,10170.44,172.37,1162.93,0.148220443
1919.79,Henan,2020/11,Commercialized Buildings Sold,11623.65,314.72,1453.21,0.216568837
2333.78,Henan,2020/12,Commercialized Buildings Sold,14100.66,413.99,2477.01,0.167132955
,Henan,2021/01,Commercialized Buildings Sold,,,,
122.16,Henan,2021/02,Commercialized Buildings Sold,899.37,,,
291,Henan,2021/03,Commercialized Buildings Sold,2219.4,168.84,1320.03,0.127906184
451.37,Henan,2021/04,Commercialized Buildings Sold,3309,160.37,1089.6,0.147182452
602.17,Henan,2021/05,Commercialized Buildings Sold,4467.7,150.8,1158.7,0.130145853
868.62,Henan,2021/06,Commercialized Buildings Sold,6224.21,266.45,1756.51,0.151692845
1018.4,Henan,2021/07,Commercialized Buildings Sold,7247.06,149.78,1022.85,0.146433983
1130.43,Henan,2021/08,Commercialized Buildings Sold,8051.69,112.03,804.63,0.139231697
1306.7,Henan,2021/09,Commercialized Buildings Sold,9220.67,176.27,1168.98,0.150789577
1455.12,Henan,2021/10,Commercialized Buildings Sold,10162.03,148.42,941.36,0.157665505
1633.07,Henan,2021/11,Commercialized Buildings Sold,11428.05,177.95,1266.02,0.140558601
2046.73,Henan,2021/12,Commercialized Buildings Sold,13277.19,413.66,1849.14,0.223703992
,Henan,2022/01,Commercialized Buildings Sold,,,,
121.15,Henan,2022/02,Commercialized Buildings Sold,974.43,,,
335.26,Henan,2022/03,Commercialized Buildings Sold,2269.08,214.11,1294.65,0.165380605
454.06,Henan,2022/04,Commercialized Buildings Sold,3038.18,118.8,769.1,0.154466259
578.08,Henan,2022/05,Commercialized Buildings Sold,3990.16,124.02,951.98,0.130275846
855.52,Henan,2022/06,Commercialized Buildings Sold,5670.65,277.44,1680.49,0.165094705
977.89,Henan,2022/07,Commercialized Buildings Sold,6535.67,122.37,865.02,0.141464937
1079.76,Henan,2022/08,Commercialized Buildings Sold,7309.11,101.87,773.44,0.131710281
92.3,Henan,2020/02,Commercialized Residential Buildings Sold,481.48,,,
274.72,Henan,2020/03,Commercialized Residential Buildings Sold,1510.91,182.42,1029.43,0.177204861
389.43,Henan,2020/04,Commercialized Residential Buildings Sold,2414.59,114.71,903.68,0.126936526
545.45,Henan,2020/05,Commercialized Residential Buildings Sold,3424.53,156.02,1009.94,0.154484425
774.46,Henan,2020/06,Commercialized Residential Buildings Sold,4989.36,229.01,1564.83,0.146348166
926.23,Henan,2020/07,Commercialized Residential Buildings Sold,5948.17,151.77,958.81,0.158289964
1051.84,Henan,2020/08,Commercialized Residential Buildings Sold,6991.21,125.61,1043.04,0.120426829
1194.1,Henan,2020/09,Commercialized Residential Buildings Sold,8254.03,142.26,1262.82,0.112652635
1333.35,Henan,2020/10,Commercialized Residential Buildings Sold,9327.87,139.25,1073.84,0.129674812
1567.37,Henan,2020/11,Commercialized Residential Buildings Sold,10605.71,234.02,1277.84,0.183137169
1900.5,Henan,2020/12,Commercialized Residential Buildings Sold,12831.18,333.13,2225.47,0.149689728
,Henan,2021/01,Commercialized Residential Buildings Sold,,,,
98.55,Henan,2021/02,Commercialized Residential Buildings Sold,831.26,,,
250.2,Henan,2021/03,Commercialized Residential Buildings Sold,2064.5,151.65,1233.24,0.122968765
388.52,Henan,2021/04,Commercialized Residential Buildings Sold,3076.98,138.32,1012.48,0.136615044
519.79,Henan,2021/05,Commercialized Residential Buildings Sold,4166.03,131.27,1089.05,0.120536247
745.72,Henan,2021/06,Commercialized Residential Buildings Sold,5790.02,225.93,1623.99,0.139120315
869.75,Henan,2021/07,Commercialized Residential Buildings Sold,6736,124.03,945.98,0.131112709
961.58,Henan,2021/08,Commercialized Residential Buildings Sold,7473.28,91.83,737.28,0.124552409
1108.49,Henan,2021/09,Commercialized Residential Buildings Sold,8548.4,146.91,1075.12,0.136645212
1230.83,Henan,2021/10,Commercialized Residential Buildings Sold,9420.51,122.34,872.11,0.140280469
1379.58,Henan,2021/11,Commercialized Residential Buildings Sold,10571.6,148.75,1151.09,0.129225343
1746.45,Henan,2021/12,Commercialized Residential Buildings Sold,12258.83,366.87,1687.23,0.217439235
,Henan,2022/01,Commercialized Residential Buildings Sold,,,,
104,Henan,2022/02,Commercialized Residential Buildings Sold,905.15,,,
293.98,Henan,2022/03,Commercialized Residential Buildings Sold,2095.15,189.98,1190,0.159647059
397.74,Henan,2022/04,Commercialized Residential Buildings Sold,2798.41,103.76,703.26,0.14754145
497.27,Henan,2022/05,Commercialized Residential Buildings Sold,3659.7,99.53,861.29,0.115559219
751.75,Henan,2022/06,Commercialized Residential Buildings Sold,5230.25,254.48,1570.55,0.162032409
862.44,Henan,2022/07,Commercialized Residential Buildings Sold,6035.75,110.69,805.5,0.137417753
949.62,Henan,2022/08,Commercialized Residential Buildings Sold,6756.03,87.18,720.28,0.121036264
13.69,Hubei,2020/02,Commercialized Buildings Sold,146.97,,,
39.64,Hubei,2020/03,Commercialized Buildings Sold,317.29,25.95,170.32,0.152360263
78.13,Hubei,2020/04,Commercialized Buildings Sold,639.98,38.49,322.69,0.119278565
114.11,Hubei,2020/05,Commercialized Buildings Sold,1078.88,35.98,438.9,0.081977671
200.38,Hubei,2020/06,Commercialized Buildings Sold,1815.19,86.27,736.31,0.117165324
269.64,Hubei,2020/07,Commercialized Buildings Sold,2411.3,69.26,596.11,0.11618661
323.6,Hubei,2020/08,Commercialized Buildings Sold,3053.45,53.96,642.15,0.084030211
409.63,Hubei,2020/09,Commercialized Buildings Sold,3840.31,86.03,786.86,0.109333299
494.15,Hubei,2020/10,Commercialized Buildings Sold,4609.11,84.52,768.8,0.109937565
564.14,Hubei,2020/11,Commercialized Buildings Sold,5342.43,69.99,733.32,0.095442644
728.95,Hubei,2020/12,Commercialized Buildings Sold,6587.83,164.81,1245.4,0.132334993
,Hubei,2021/01,Commercialized Buildings Sold,,,,
56.97,Hubei,2021/02,Commercialized Buildings Sold,647.28,,,
108.53,Hubei,2021/03,Commercialized Buildings Sold,1325.66,51.56,678.38,0.076004599
153.7,Hubei,2021/04,Commercialized Buildings Sold,1918.52,45.17,592.86,0.076189994
209.61,Hubei,2021/05,Commercialized Buildings Sold,2542.23,55.91,623.71,0.089641019
283.01,Hubei,2021/06,Commercialized Buildings Sold,3393.34,73.4,851.11,0.086240321
328.71,Hubei,2021/07,Commercialized Buildings Sold,3963.08,45.7,569.74,0.080212027
362.18,Hubei,2021/08,Commercialized Buildings Sold,4399.54,33.47,436.46,0.076685149
401.31,Hubei,2021/09,Commercialized Buildings Sold,5013.42,39.13,613.88,0.063742099
481.97,Hubei,2021/10,Commercialized Buildings Sold,5743.8,80.66,730.38,0.110435664
597.25,Hubei,2021/11,Commercialized Buildings Sold,6522.95,115.28,779.15,0.147956106
849.69,Hubei,2021/12,Commercialized Buildings Sold,7940.78,252.44,1417.83,0.178046733
,Hubei,2022/01,Commercialized Buildings Sold,,,,
106.62,Hubei,2022/02,Commercialized Buildings Sold,686.24,,,
206.46,Hubei,2022/03,Commercialized Buildings Sold,1366.17,99.84,679.93,0.146838645
289.5,Hubei,2022/04,Commercialized Buildings Sold,1793.18,83.04,427.01,0.194468514
377.96,Hubei,2022/05,Commercialized Buildings Sold,2214.85,88.46,421.67,0.209784903
525.67,Hubei,2022/06,Commercialized Buildings Sold,3016.56,147.71,801.71,0.184243679
599.16,Hubei,2022/07,Commercialized Buildings Sold,3462.7,73.49,446.14,0.164724078
655.72,Hubei,2022/08,Commercialized Buildings Sold,3846.43,56.56,383.73,0.147395304
12,Hubei,2020/02,Commercialized Residential Buildings Sold,141.01,,,
34.13,Hubei,2020/03,Commercialized Residential Buildings Sold,302.01,22.13,161,0.137453416
61.19,Hubei,2020/04,Commercialized Residential Buildings Sold,604.12,27.06,302.11,0.089570024
89.98,Hubei,2020/05,Commercialized Residential Buildings Sold,1006.55,28.79,402.43,0.071540392
154.89,Hubei,2020/06,Commercialized Residential Buildings Sold,1679.21,64.91,672.66,0.096497488
200.34,Hubei,2020/07,Commercialized Residential Buildings Sold,2202.61,45.45,523.4,0.086836072
242.37,Hubei,2020/08,Commercialized Residential Buildings Sold,2763.96,42.03,561.35,0.074873074
311.83,Hubei,2020/09,Commercialized Residential Buildings Sold,3500.89,69.46,736.93,0.094255899
369.94,Hubei,2020/10,Commercialized Residential Buildings Sold,4161.56,58.11,660.67,0.087956166
413.3,Hubei,2020/11,Commercialized Residential Buildings Sold,4829.78,43.36,668.22,0.064888809
537.73,Hubei,2020/12,Commercialized Residential Buildings Sold,5960.08,124.43,1130.3,0.110085818
,Hubei,2021/01,Commercialized Residential Buildings Sold,,,,
47.95,Hubei,2021/02,Commercialized Residential Buildings Sold,608.15,,,
88.39,Hubei,2021/03,Commercialized Residential Buildings Sold,1253.13,40.44,644.98,0.062699619
127.45,Hubei,2021/04,Commercialized Residential Buildings Sold,1821.29,39.06,568.16,0.06874824
175.03,Hubei,2021/05,Commercialized Residential Buildings Sold,2420.28,47.58,598.99,0.079433713
228.63,Hubei,2021/06,Commercialized Residential Buildings Sold,3222.58,53.6,802.3,0.066807927
264.87,Hubei,2021/07,Commercialized Residential Buildings Sold,3756.98,36.24,534.4,0.067814371
291.5,Hubei,2021/08,Commercialized Residential Buildings Sold,4169.36,26.63,412.38,0.064576362
324.97,Hubei,2021/09,Commercialized Residential Buildings Sold,4749.17,33.47,579.81,0.057725807
387.39,Hubei,2021/10,Commercialized Residential Buildings Sold,5420.28,62.42,671.11,0.093010088
473.58,Hubei,2021/11,Commercialized Residential Buildings Sold,6103.34,86.19,683.06,0.12618218
661.3,Hubei,2021/12,Commercialized Residential Buildings Sold,7331.61,187.72,1228.27,0.152832846
,Hubei,2022/01,Commercialized Residential Buildings Sold,,,,
90.23,Hubei,2022/02,Commercialized Residential Buildings Sold,642.74,,,
166,Hubei,2022/03,Commercialized Residential Buildings Sold,1258.95,75.77,616.21,0.122961328
233.61,Hubei,2022/04,Commercialized Residential Buildings Sold,1648.08,67.61,389.13,0.173746563
304.25,Hubei,2022/05,Commercialized Residential Buildings Sold,2020.63,70.64,372.55,0.189612133
407.45,Hubei,2022/06,Commercialized Residential Buildings Sold,2695.78,103.2,675.15,0.152854921
470.7,Hubei,2022/07,Commercialized Residential Buildings Sold,3100.42,63.25,404.64,0.156311783
